Date,Predicted_Close
2024-03-31,347.6522153292991
2024-04-30,333.75513607110423
2024-05-31,332.2615852685043
2024-06-30,354.72878959074353
2024-07-31,337.42499540582423
2024-08-31,331.99132091081106
2024-09-30,318.69163608551617
2024-10-31,345.8101767360373
2024-11-30,375.35395603093366
2024-12-31,376.37098512173736
2025-01-31,380.06929936280574
2025-02-28,383.48311148042353
